,counts,words,translations
1165,11687,creature,Lebewesen
1166,11679,higher,höher
1167,11674,broad,breit
1168,11663,repeated,wiederholt
1169,11641,worthy,
1170,11632,native,einheimische
1171,11627,www,www
1172,11613,path,Pfad
1173,11603,complete,vollständig
1174,11602,bread,Brot
1175,11592,lose,verlieren
1176,11587,growth,Wachstum
1177,11582,cases,Fälle
1178,11575,threw,warf
1179,11567,countries,Länder
1180,11559,forms,Formulare
1181,11546,allow,ermöglichen
1182,11541,train,Zug
1183,11537,narrow,schmal
1184,11527,ourselves,uns selbst
1185,11516,warm,
1186,11494,blow,blasen
1187,11493,drawing,
1188,11480,perfectly,perfekt
1189,11472,shore,
1190,11465,believed,glaubte
1191,11450,fallen,gefallen
1192,11442,wonderful,wunderbar
1193,11442,legal,legal
1194,11434,physical,physisch
1195,11427,share,Aktie
1196,11422,members,Mitglieder
1197,11420,nation,Nation
1198,11416,personal,persönlich
1199,11414,promise,Versprechen
1200,11401,concerning,betreffend
1201,11396,aunt,Tante
1202,11357,rain,Regen
1203,11336,freely,frei
1204,11332,servants,Dienerschaft
1205,11323,christ,christ
1206,11298,pleased,zufrieden
1207,11292,honest,ehrlich
1208,11279,breast,Brust
1209,11277,ocean,Meer
1210,11273,crowd,
1211,11265,glance,Blick
1212,11259,web,Web
1213,11251,required,
1214,11250,search,Suche
1215,11247,draw,zeichnen
1216,11240,attempt,Versuch
1217,11238,ring,
1218,11225,difficulty,Schwierigkeit
1219,11217,matters,Angelegenheiten
1220,11216,honor,ehren
1221,11209,proud,stolz
1222,11196,gentle,sanft
1223,11175,serve,dienen
1224,11169,devil,Teufel
1225,11166,health,Gesundheit
1226,11165,dropped,fallen gelassen
1227,11161,serious,seriös
1228,11155,snow,Schnee
1229,11150,offer,
1230,11149,weight,Gewicht
1231,11126,sick,krank
1232,11102,yours,
1233,11101,fancy,schick
1234,11089,sorry,Entschuldigung
1235,11086,directly,direkt
1236,11079,exactly,genau
1237,11075,removed,entfernt
1238,11070,ideas,
1239,11050,shoulder,Schulter
1240,11044,nay,nein
1241,11039,animal,Tier
1242,11035,volunteers,Freiwillige
1243,11033,reply,Antwort
1244,11026,sad,
1245,11013,spite,Trotz
1246,11013,determined,bestimmt
1247,11010,grand,großartig
1248,11007,similar,ähnlich
1249,11005,curious,neugierig
1250,11003,didn,hat
1251,11002,bottom,unten
1252,10995,meeting,Treffen
1253,10995,flesh,
1254,10993,aid,Hilfe
1255,10979,contact,Kontakt
1256,10973,pocket,Tasche
1257,10966,accepted,akzeptiert
1258,10964,palace,Palast
1259,10959,watched,beobachtet
1260,10945,movement,Bewegung
1261,10945,post,Beitrag
1262,10937,rising,steigend
1263,10937,ne,ne
1264,10935,guard,Wache
1265,10935,fly,Fliege
1266,10926,spent,ausgegeben
1267,10911,pglaf,pglaf
1268,10911,knowing,wissen
1269,10909,building,Gebäude
1270,10899,iii,
1271,10893,phrase,Phrase
1272,10891,gives,gibt
1273,10885,du,du
1274,10882,situation,Lage
1275,10874,les,les
1276,10871,ones,Die
1277,10857,holding,Betrieb
1278,10856,declared,erklärt
1279,10853,conduct,durchführen
1280,10845,stream,Strom
1281,10844,color,Farbe
1282,10842,coat,Mantel
1283,10833,heat,Wärme
1284,10817,comply,entsprechen
1285,10810,union,Gewerkschaft
1286,10799,thick,dick
1287,10789,legs,Beine
1288,10757,fate,Schicksal
1289,10750,forgotten,vergessen
1290,10710,appears,erscheint
1291,10709,sides,Seiten
1292,10705,consider,berücksichtigen.
1293,10701,che,
1294,10694,enemies,Feinde
1295,10686,particularly,insbesondere
1296,10683,judgment,Urteil
1297,10680,smiled,lächelte
1298,10678,foreign,Ausland
1299,10672,i've,Ich habe
1300,10669,collection,Sammlung
1301,10662,possessed,besessen
1302,10660,address,Adresse
1303,10657,rule,Regel
1304,10655,des,des
1305,10632,faces,
1306,10603,streets,Straßen
1307,10602,nations,Nationen
1308,10593,pity,
1309,10592,german,deutsch
1310,10574,valley,Tal
1311,10573,virtue,Tugend
1312,10563,animals,Tiere
1313,10561,zoöl,zoöl
1314,10560,10,10
1315,10557,branch,Zweigstelle
1316,10555,obtain,
1317,10539,shadow,
1318,10536,shoulders,Schultern
1319,10529,affairs,Angelegenheiten
1320,10524,hung,aufgehängt
1321,10517,grow,wachsen
1322,10514,british,britisch
1323,10494,prove,beweisen
1324,10491,chamber,Kammer
1325,10490,nine,
1326,10483,spirits,Spirituosen
1327,10472,ir,ir
1328,10467,dare,
1329,10461,male,männlich
1330,10453,type,Typ
1331,10448,noise,Lärm
1332,10409,fingers,Finger
1333,10402,council,
1334,10400,nobody,niemand
1335,10388,thin,dünn
1336,10379,listen,hören.
1337,10370,ships,
1338,10363,plan,Plan
1339,10360,shame,Schande
1340,10356,taste,Geschmack
1341,10354,kingdom,
1342,10347,tall,groß
1343,10313,wisdom,Weisheit
1344,10309,pieces,Stücke
1345,10293,priest,
1346,10292,clearly,eindeutig
1347,10291,confidence,Vertrauen
1348,10282,caused,verursacht
1349,10271,liberty,
1350,10265,mad,verrückt
1351,10254,author,Autor
1352,10246,stars,Sterne
1353,10236,hearts,Herzen
1354,10233,powers,Kräfte
1355,10218,library,Bibliothek
1356,10217,area,Bereich
1357,10214,oil,
1358,10206,talked,gesprochen
1359,10190,measure,Maßnahme
1360,10164,ordinary,normal
1361,10159,additional,zusätzlich
1362,10154,alive,lebendig
1363,10152,questions,Fragen
1364,10138,mercy,Barmherzigkeit
1365,10135,waited,gewartet
1366,10130,thine,Ihr
1367,10093,pointed,spitz
1368,10089,pure,rein
1369,10082,beat,
1370,10079,princess,prinzessin
1371,10076,religious,religiös
1372,10073,grown,gewachsen
1373,10072,se,se
1374,10059,otherwise,ansonsten
1375,10050,angry,wütend
1376,10046,title,Titel
1377,10043,walking,
1378,10037,mass,Masse
1379,10035,minister,Minister
1380,10032,sought,gesucht
1381,10022,difference,Unterschied
1382,10019,inside,innerhalb
1383,10007,smoke,Rauch
1384,10002,progress,Fortschritte
1385,10002,twice,
1386,9992,ay,ay
1387,9989,advantage,Vorteil
1388,9987,he's,Er ist
1389,9983,kings,Könige
1390,9974,there's,Es gibt
1391,9973,stage,Bühne
1392,9970,numerous,zahlreiche
1393,9964,vast,.
1394,9962,station,Bahnhof
1395,9952,sufficient,ausreichend
1396,9949,process,Prozess
1397,9945,current,aktuell
1398,9943,sing,singen
1399,9941,prison,Gefängnis
1400,9931,double,doppelt
1401,9929,man's,Mann
1402,9929,brave,tapfer
1403,9925,weak,schwach
1404,9921,finished,fertig
1405,9921,square,
1406,9917,edge,Rand
1407,9917,carriage,Wagen
1408,9914,teeth,Zähne
1409,9903,proved,
1410,9898,empty,leer
1411,9892,produce,produzieren
1412,9876,sentence,
1413,9855,lake,See
1414,9851,mistress,Herrin
1415,9842,comfort,Komfort
1416,9842,size,Größe
1417,9836,agreed,
1418,9835,bell,Glocke
1419,9832,expect,erwarten
1420,9826,active,aktiv
1421,9823,growing,wachsend
1422,9818,charles,charles
1423,9818,castle,Schloss
1424,9818,divine,göttlich
1425,9812,forced,gezwungen
1426,9809,an',an'
1427,9794,loud,laut
1428,9794,posted,gepostet
1429,9789,decided,beschlossen
1430,9774,officer,Offizier
1431,9770,islands,Inseln
1432,9763,crown,Krone
1433,9754,upper,obere
1434,9751,july,juli
1435,9745,bent,gebogen
1436,9737,hearing,Hören
1437,9737,dollars,Dollar
1438,9732,fruit,Obst
1439,9711,direct,direkt
1440,9710,obtained,erhalten
1441,9698,method,Methode
1442,9691,brain,Gehirn
1443,9680,remembered,erinnerte
1444,9679,motion,Antrag
1445,9675,bold,fett
1446,9671,engaged,engagiert
1447,9670,prevent,verhindern.
1448,9665,conditions,Bedingungen
1449,9659,coast,
1450,9631,feelings,Gefühle
1451,9630,excellent,ausgezeichnet
1452,9616,civil,zivil
1453,9615,fashion,Mode
1454,9614,opening,Eröffnung
1455,9613,extent,Umfang
1456,9605,professor,Professor
1457,9602,ere,hier
1458,9601,education,Bildung
1459,9592,weather,
1460,9592,evidence,Beweise
1461,9581,midst,
1462,9580,orders,Bestellungen
1463,9570,empire,Imperium
1464,9566,established,gegründet
1465,9561,speed,Geschwindigkeit
1466,9551,practice,Praxis
1467,9545,sorrow,
1468,9540,skin,Haut
1469,9535,shown,siehe
1470,9526,played,gespielt
1471,9520,described,beschrieben
1472,9517,choose,wählen.
1473,9517,explanation,Erklärung
1474,9515,unknown,unbekannt
1475,9507,cities,Städte
1476,9506,instance,
1477,9504,explained,erklärt
1478,9499,quarter,Quartal
1479,9494,paul,paul
1480,9487,occupied,besetzt
1481,9479,thrown,geworfen
1482,9478,throughout,auf
1483,9466,surprised,
1484,9465,touched,berührt
1485,9461,waters,Gewässer
1486,9458,dressed,gekleidet
1487,9449,milton,Milton
1488,9448,bill,Rechnung
1489,9429,shape,Form
1490,9415,dust,Staub
1491,9413,anxious,ängstlich
1492,9412,welcome,Willkommen
1493,9409,hills,hügel
1494,9380,replacement,Ersatz
1495,9376,distant,entfernte
1496,9374,police,Polizei
1497,9372,won't,
1498,9371,drive,wird nicht
1499,9356,created,erstellt
1500,9352,interesting,interessant
1501,9350,destroy,zerstören
1502,9345,moving,
1503,9337,er,er
1504,9329,guess,erraten
1505,9328,delight,Freude
1506,9328,obliged,verpflichtet
1507,9325,settled,besiedelt
1508,9313,forces,Kräfte
1509,9311,officers,Offiziere
1510,9303,james,james
1511,9300,maid,Dienstmädchen
1512,9298,nose,Nase
1513,9296,slow,langsam
1514,9295,gathered,gesammelt
1515,9281,moral,moralisch
1516,9270,carefully,sorgfältig
1517,9268,windows,Fenster
1518,9267,distributed,verteilt
1519,9267,loose,lose
1520,9266,companion,Begleiter
1521,9263,flight,Flug
1522,9241,claim,
1523,9238,michael,michael
1524,9236,blind,blind
1525,9232,international,
1526,9225,richard,richard
1527,9225,greek,Griechisch
1528,9222,worked,gearbeitet
1529,9222,greatly,sehr
1530,9221,material,Material
1531,9219,rode,ritt
1532,9215,salt,Salz
1533,9206,applied,
1534,9191,points,Punkte
1535,9189,telling,erzählen
1536,9181,soldier,Soldat
1537,9179,stones,Steine
1538,9177,throw,
1539,9175,terror,Terror
1540,9167,western,westlich
1541,9156,wealth,Reichtum
1542,9151,tired,müde
1543,9143,peculiar,
1544,9142,vessel,Schiff
1545,9126,habit,Gewohnheit
1546,9118,parties,Parteien
1547,9111,term,Begriff
1548,9109,bodies,Körper
1549,9098,si,
1550,9095,car,Auto
1551,9094,compliance,Compliance
1552,9084,lifted,angehoben
1553,9076,results,Ergebnisse
1554,9058,evidently,offensichtlich
1555,9054,finding,finden.
1556,9049,express,express
1557,9049,intended,beabsichtigt
1558,9047,hurt,verletzt
1559,9044,crime,Verbrechen
1560,9040,altogether,insgesamt
1561,9036,whispered,flüsterte
1562,9033,weeks,
1563,9019,slight,leicht
1564,9016,remarked,bemerkte
1565,9013,promised,versprochen
1566,9005,mentioned,erwähnt
1567,8953,importance,Bedeutung
1568,8940,everybody,alle
1569,8940,burst,platzen
1570,8931,price,Preis
1571,8925,immediate,sofort
1572,8920,principal,Auftraggeber
1573,8918,powerful,leistungsstarke
1574,8906,plant,Anlage
1575,8898,events,Veranstaltungen
1576,8898,bridge,Brücke
1577,8894,quietly,leise
1578,8892,you're,Sie sind
1579,8876,accept,akzeptieren
1580,8876,swift,flink
1581,8874,highest,höchste
1582,8867,based,basiert
1583,8866,truly,wirklich
1584,8816,tea,Tee
1585,8812,included,inklusive
1586,8798,report,Bericht
1587,8797,capable,fähig
1588,8784,putting,
1589,8781,served,
1590,8774,taught,unterrichtet
1591,8770,doors,Türen
1592,8770,bearing,
1593,8767,pounds,Pfund
1594,8765,computer,Computer
1595,8760,woods,Wälder
1596,8755,oe,oe
1597,8748,member,Mitglied
1598,8744,wore,trug
1599,8743,bore,Bohrung
1600,8736,catch,fangen
1601,8735,bare,nackt
1602,8731,temple,Tempel
1603,8729,strike,streiken
1604,8729,grief,Kummer
1605,8727,pair,Paar
1606,8727,majesty,Majestät
1607,8726,approach,Anfahrt
1608,8726,watching,siehe
1609,8724,attack,angreifen
1610,8721,naturally,natürlich
1611,8718,praise,loben
1612,8706,papers,Papiere
1613,8691,di,di
1614,8687,file,Datei
1615,8686,production,Produktion
1616,8685,damages,Schäden
1617,8681,dangerous,gefährlich
1618,8676,imagine,vorstellen
1619,8671,listened,zugehört
1620,8671,daily,täglich
1621,8663,regarded,betrachtet
1622,8659,http,http
1623,8648,leading,führend
1624,8646,ly,
1625,8631,cattle,Vieh
1626,8628,facts,Fakten
1627,8619,troops,Truppen
1628,8615,site,Website
1629,8608,anne,anne
1630,8608,containing,mit
1631,8607,etext,etext
1632,8601,freedom,Freiheit
1633,8597,distinguished,ausgezeichnet
1634,8596,cap,Kappe
1635,8595,located,Standort
1636,8589,ride,Fahrt
1637,8584,ordered,bestellt
1638,8581,article,
1639,8577,huge,Artikel
1640,8568,rough,grob
1641,8554,storm,Sturm
1642,8549,breakfast,Frühstück
1643,8541,clock,Uhr
1644,8535,major,
1645,8526,goods,Waren
1646,8525,satisfied,zufrieden
1647,8516,circle,Kreis
1648,8515,advanced,erweiterte
1649,8513,content,Inhalt
1650,8507,iv,
1651,8501,saved,gespeichert
1652,8498,flower,Blume
1653,8491,laughing,lachend
1654,8487,presented,präsentiert
1655,8486,portion,Anteil
1656,8486,formerly,ehemals
1657,8484,amount,Betrag
1658,8483,level,
1659,8474,bow,Bogen
1660,8473,remarkable,bemerkenswert
1661,8466,june,juni
1662,8459,famous,berühmt
1663,8448,noticed,bemerkt
1664,8448,angel,Engel
1665,8438,clean,
1666,8434,jack,
1667,8432,failed,gescheitert
1668,8431,contrary,gegen
1669,8424,cruel,
1670,8409,happen,
1671,8405,request,Anfrage
1672,8404,nice,
1673,8397,star,Stern
1674,8395,handsome,gut aussehend
1675,8394,lest,damit
1676,8389,sacred,heilige
1677,8388,explain,erklären
1678,8381,seized,
1679,8377,popular,beliebt
1680,8372,burning,brennend
1681,8371,buy,kaufen
1682,8368,falling,
1683,8365,wings,
1684,8358,meat,Fleisch
1685,8355,driven,angetrieben
1686,8352,flat,
1687,8348,tale,Geschichte
1688,8330,services,Dienstleistungen
1689,8324,hell,Hölle
1690,8312,secure,sicher
1691,8300,tender,Ausschreibung
1692,8299,intellectual,intellektuell
1693,8291,familiar,vertraut
1694,8286,faint,Schwache
1695,8285,appointed,ernannt
1696,8284,height,Höhe
1697,8278,rules,Regeln
1698,8271,rank,
